DOMANIALITE,ARRONDISSEMENT,GENRE,ESPECE,VARIETE OUCULTIVAR,CIRCONFERENCE (cm),HAUTEUR (m),STADE DE DEVELOPPEMENT,latitude,longitude
Alignement,12,Sophora,japonica,,140,10,Adulte,48.84689297475806,2.39966331774236
Alignement,12,Platanus,x hispanica,,205,15,Adulte,48.832415098287356,2.396903751752419
Alignement,14,Acer,platanoides,,120,9,Adulte,48.81940540093772,2.343322385619089
Alignement,19,Sophora,japonica,,130,15,Adulte,48.894748493542494,2.394445451222851
Alignement,17,Tilia,n. sp.,,100,9,Adulte,48.88278651495635,2.32347049308294
Alignement,17,Aesculus,hippocastanum,''Baumannii'',65,7,Jeune (arbre)Adulte,48.882906654930096,2.30988431037657
Alignement,12,Tilia,platyphyllos,,100,15,Jeune (arbre)Adulte,48.835157917187324,2.437782967378668
Alignement,13,Tilia,tomentosa,,125,15,Mature,48.82966098201398,2.3572944190841
Alignement,16,Acer,pseudoplatanus,,149,15,Adulte,48.846081217093136,2.27223466825379
Alignement,15,Platanus,x hispanica,,105,12,Adulte,48.84885697246731,2.287628574042279
Alignement,12,Platanus,x hispanica,,120,10,Jeune (arbre)Adulte,48.83418355312128,2.381957344172716
Alignement,12,Platanus,x hispanica,,80,10,Jeune (arbre)Adulte,48.83095975008428,2.387076004659161
Alignement,12,Acer,platanoides,,85,8,Jeune (arbre)Adulte,48.83910365496624,2.437787901988036
Alignement,15,Aesculus,x carnea,,45,6,Jeune (arbre)Adulte,48.83643691692561,2.27626682730538
Alignement,16,Sophora,japonica,,54,6,Jeune (arbre),48.86894709066093,2.2856167178815
Alignement,16,Platanus,x hispanica,,340,26,Mature,48.86331423247522,2.296648423347446
Alignement,16,Platanus,x hispanica,,20,5,,48.83632253443139,2.25812659430941
Alignement,20,Platanus,x hispanica,,250,22,Mature,48.87438309611395,2.408290207687164
Alignement,13,Platanus,occidentalis,,175,20,Adulte,48.82626417342466,2.383055131908331
Alignement,12,Tilia,tomentosa,,50,6,Jeune (arbre),48.830130512368456,2.450423647085724
Alignement,19,Toona,sinensis,,135,10,Adulte,48.88145487462644,2.37258304137756
Alignement,17,Tilia,tomentosa,,90,10,Adulte,48.87891321480748,2.284630713409586
Alignement,13,Platanus,occidentalis,,190,20,Adulte,48.82995145811414,2.34815404533389
Alignement,19,Celtis,australis,,130,12,Adulte,48.87418778138299,2.376351129688356
Alignement,16,Platanus,x hispanica,,87,14,Jeune (arbre)Adulte,48.85841878975778,2.288409008949902
Alignement,12,Platanus,x hispanica,,75,7,Jeune (arbre)Adulte,48.83909797251827,2.437904957915275
Alignement,15,Tilia,tomentosa,,150,12,Adulte,48.84464024766438,2.280265064647973
Alignement,15,Cercis,siliquastrum,,50,6,Adulte,48.834569880926814,2.268698547102445
Alignement,12,Platanus,x hispanica,,75,10,Jeune (arbre)Adulte,48.83739421984496,2.407922047810173
Alignement,20,Tilia,platyphyllos,,120,16,Adulte,48.86359523804302,2.39004889372472
Alignement,13,Sophora,japonica,,70,6,Jeune (arbre)Adulte,48.83078315719559,2.37688000253091
Alignement,17,Gymnocladus,dioica,,25,5,Jeune (arbre),48.882361467605655,2.301417244081783
Alignement,19,Platanus,x hispanica,,155,20,Adulte,48.88407371078845,2.399674372202333
Alignement,16,Aesculus,hippocastanum,,68,10,Jeune (arbre)Adulte,48.85850585649947,2.2673589947028
Alignement,12,Juglans,nigra,,115,10,Jeune (arbre)Adulte,48.828013322114515,2.43598103501098
Alignement,20,Platanus,x hispanica,,70,10,Jeune (arbre)Adulte,48.86953905079696,2.394757153997855
Alignement,13,Carpinus,betulus,''Fastigiata'',35,5,Jeune (arbre),48.82478636953348,2.359388981548418
Alignement,15,Aesculus,hippocastanum,''Baumannii'',140,10,Adulte,48.84796951039303,2.28012396581337
Alignement,12,Platanus,x hispanica,,90,15,Adulte,48.83444716018027,2.387440501208387
Alignement,17,Platanus,x hispanica,,115,14,Adulte,48.88044777186009,2.286895882965652
Alignement,19,Prunus,avium,,30,4,Jeune (arbre),48.90064247837423,2.38036351114536
Alignement,13,Carpinus,betulus,''Fastigiata'',100,12,Adulte,48.819658266161404,2.3501433881654
Alignement,17,Corylus,colurna,,77,10,Adulte,48.887313998095486,2.287478746147678
Alignement,16,Platanus,x hispanica,,55,8,Jeune (arbre),48.83747221185199,2.256267714019086
Alignement,13,Aesculus,hippocastanum,''Baumannii'',80,12,Jeune (arbre)Adulte,48.83575879451545,2.34888074853463
Alignement,13,Ginkgo,biloba,,45,6,Jeune (arbre)Adulte,48.83458635950258,2.372925214197979
Alignement,12,Platanus,x hispanica,,35,5,Jeune (arbre)Adulte,48.841685786318365,2.386742788252054
Alignement,13,Platanus,occidentalis,,120,16,Adulte,48.830849166209504,2.352837380095468
Alignement,18,Aesculus,x carnea,''Briotii'',146,9,Adulte,48.89930229363366,2.33536597559988
Alignement,18,Prunus,avium,,25,4,Jeune (arbre),48.89804494190113,2.34713841523453
Alignement,16,Quercus,ilex,,80,8,Adulte,48.87187197929044,2.29089796540037
Alignement,17,Platanus,x hispanica,,20,5,,48.889463036202855,2.322005234511254
Alignement,16,Aesculus,hippocastanum,,102,8,Adulte,48.86353202640194,2.288816872286434
Alignement,12,Fraxinus,,,75,9,Jeune (arbre)Adulte,48.830878359500396,2.43841401605853
Alignement,20,Sophora,japonica,,90,10,Adulte,48.86979627386264,2.379831425495866
Alignement,15,Acer,platanoides,,95,12,Adulte,48.84517863218548,2.301987511390184
Alignement,12,Juglans,nigra,,130,15,Jeune (arbre)Adulte,48.82777831237954,2.439883718775
Alignement,12,Platanus,x hispanica,,195,20,Adulte,48.842521136150964,2.38543142959287
Alignement,15,Aesculus,hippocastanum,''Baumannii'',130,15,Adulte,48.841661096723556,2.318831823782101
Alignement,14,Platanus,x hispanica,,130,10,Adulte,48.84117604878933,2.331703978499706
Alignement,20,Sorbus,aucuparia,,25,5,Jeune (arbre),48.87142491855273,2.41142365475262
Alignement,16,Platanus,x hispanica,,230,25,Mature,48.874773934894534,2.27807409192507
Alignement,19,Platanus,orientalis,,55,10,Jeune (arbre)Adulte,48.87640542566649,2.3773038294698
Alignement,15,Gleditsia,triacanthos f. Inermis,,70,10,Adulte,48.82849107345075,2.30242695005809
Alignement,16,Tilia,x europaea,''Euchlora'',45,6,Jeune (arbre),48.85543430102736,2.26174433282176
Alignement,15,Pyrus,calleryana,''Chanticleer'',55,8,Adulte,48.83671390377477,2.312330662293714
Alignement,12,Tilia,platyphyllos,,120,9,Jeune (arbre)Adulte,48.834167733949734,2.442454706257703
Alignement,14,Aesculus,hippocastanum,,95,8,Jeune (arbre)Adulte,48.83945738201564,2.336522536590371
Alignement,16,Acer,pseudoplatanus,,100,14,Adulte,48.850208497092545,2.261707942733226
Alignement,16,Platanus,x hispanica,,83,11,Jeune (arbre)Adulte,48.85877112598409,2.24409471005411
Alignement,12,Tilia,cordata,,120,12,Adulte,48.824582684988016,2.45697628372273
Alignement,16,Platanus,x hispanica,,24,6,Jeune (arbre),48.853348934195964,2.282093972901398
Alignement,14,Sophora,japonica,,170,15,Adulte,48.8260505075832,2.30664581418871
Alignement,12,Corylus,colurna,,45,7,Jeune (arbre),48.82172318008571,2.4538035931845
Alignement,12,Sophora,japonica,,115,10,Adulte,48.834365743178175,2.400300747313805
Alignement,19,Platanus,orientalis,,70,15,Jeune (arbre)Adulte,48.876304042509396,2.37630678285857
Alignement,13,Sophora,japonica,,40,5,Jeune (arbre),48.827632347900526,2.370647466642
Alignement,13,Corylus,colurna,,75,8,Adulte,48.83093886848833,2.36615127507184
Alignement,17,Platanus,x hispanica,,40,7,Jeune (arbre),48.88686612342981,2.297898361083346
Alignement,12,Aesculus,hippocastanum,,90,8,Jeune (arbre),48.83825876288956,2.426408806654013
Alignement,20,Tilia,tomentosa,,85,8,Adulte,48.86928776131205,2.402182448507762
Alignement,16,Tilia,cordata,,95,8,Adulte,48.851698289549745,2.259112868720999
Alignement,12,Acer,platanoides,,30,4,Jeune (arbre),48.83543793445728,2.443187751087529
Alignement,19,Platanus,orientalis,,40,6,Jeune (arbre),48.878300858633196,2.403955974216406
Alignement,19,Platanus,x hispanica,,135,20,Adulte,48.883213329677176,2.38831258308824
Alignement,17,Toona,sinensis,,43,6,Jeune (arbre),48.88641471416579,2.304369880677122
Alignement,20,Platanus,x hispanica,,35,6,Jeune (arbre),48.864197134945194,2.409281925950247
Alignement,14,Acer,platanoides,,85,8,Jeune (arbre)Adulte,48.84008908159617,2.330097259801997
Alignement,19,Juglans,nigra,,20,3,Jeune (arbre),48.88798296415654,2.39576687245568
Alignement,14,Ginkgo,biloba,,80,8,Jeune (arbre)Adulte,48.82425690624092,2.305695252989545
Alignement,20,Platanus,x hispanica,,140,20,Adulte,48.87023841270834,2.409066208150753
Alignement,17,Ulmus,n. sp.,,64,9,Adulte,48.881615070790936,2.317938788876733
Alignement,18,Carpinus,betulus,''Frans Fontaine'',20,3,Jeune (arbre),48.89724295449211,2.35644922876144
Alignement,16,Lagerstroemia,indica,,41,5,Jeune (arbre)Adulte,48.85996783873577,2.27937485985591
Alignement,18,Aesculus,x carnea,''Briotii'',20,5,,48.89931002264587,2.335775174290629
Alignement,12,Aesculus,x carnea,''Briotii'',55,5,Jeune (arbre)Adulte,48.849842869407865,2.384379953939562
Alignement,14,Platanus,x hispanica,,50,6,Jeune (arbre),48.82265171912124,2.32748369690396
Alignement,13,Quercus,robur,''Fastigiata'',90,15,Adulte,48.83366949719675,2.36445965316072
Alignement,15,Platanus,x hispanica,,75,10,Adulte,48.83758274543112,2.27773071002511
Alignement,15,Sophora,japonica,,90,10,Adulte,48.84014748683279,2.27797203107459
Alignement,20,Tilia,cordata,,130,12,Adulte,48.87337005815625,2.409976661193341
Alignement,20,Platanus,x hispanica,,85,15,Jeune (arbre)Adulte,48.864818613275276,2.409248856544819
Alignement,15,Celtis,australis,,60,7,Adulte,48.84821844276949,2.302313720637678
Alignement,15,Juglans,nigra,,50,10,Jeune (arbre)Adulte,48.83989425663625,2.28506459779718
Alignement,13,Fraxinus,ornus,,45,6,Jeune (arbre)Adulte,48.828483232238135,2.382137521136105
Alignement,12,Tilia,platyphyllos,,70,8,Jeune (arbre)Adulte,48.831786918287285,2.448053394703057
Alignement,15,Sophora,japonica,,85,10,Adulte,48.827633343642496,2.300256076025363
Alignement,12,Tilia,tomentosa,,75,5,Jeune (arbre)Adulte,48.843996596584354,2.372779709532706
Alignement,19,Populus,nigra,,40,6,Jeune (arbre),48.90077925016624,2.381225389181338
Alignement,15,Pyrus,calleryana,''Chanticleer'',70,8,Adulte,48.83303166219549,2.30105499376971
Alignement,16,Aesculus,n. sp.,,24,5,Jeune (arbre),48.863052464204564,2.268993343507306
Alignement,14,Platanus,x hispanica,,90,10,Jeune (arbre)Adulte,48.833104541707414,2.33551428876259
Alignement,16,Aesculus,hippocastanum,,170,15,Adulte,48.87927969425866,2.267077459416
Alignement,12,Platanus,x hispanica,,190,15,Adulte,48.83288985437169,2.39616193310113
Alignement,16,Aesculus,hippocastanum,,114,13,Adulte,48.86309815838087,2.2914683335161
Alignement,20,Platanus,x hispanica,,20,5,,48.857095323642106,2.410128249570366
Alignement,12,Aesculus,hippocastanum,,155,15,Jeune (arbre),48.83915557020693,2.467179870825751
Alignement,13,Tilia,x europaea,''Pallida'',25,5,Jeune (arbre),48.818820463978305,2.364701532856173
Alignement,15,Gleditsia,triacanthos,''Skyline'',35,7,Jeune (arbre),48.84903597847174,2.282257340360491
Alignement,12,Platanus,x hispanica,,115,10,Adulte,48.845132277764094,2.40108407828159
Alignement,19,Acer,platanoides,,115,10,Adulte,48.897490208361326,2.388810427512751
Alignement,20,Sophora,japonica,,80,10,Jeune (arbre)Adulte,48.849774778284456,2.4063549281543
Alignement,12,Aesculus,n. sp.,,35,5,Jeune (arbre),48.83748005684278,2.413061305551657
Alignement,19,Quercus,ilex,,70,10,Jeune (arbre)Adulte,48.87683558411154,2.385117211011038
Alignement,14,Celtis,australis,,20,5,,48.83417607085608,2.31327566365577
Alignement,13,Platanus,orientalis,,75,11,Jeune (arbre)Adulte,48.833987271764585,2.37767934734955
Alignement,13,Celtis,australis,,115,12,Adulte,48.81721308930799,2.347572015282024
Alignement,16,Prunus,x hillieri,''Spire'',68,6,Jeune (arbre),48.84074710792571,2.255357287276783
Alignement,16,Tilia,x europaea,,70,10,Adulte,48.85732125329433,2.26274572039774
Alignement,12,Celtis,australis,,105,10,Adulte,48.83808450480984,2.40959200998131
Alignement,13,Celtis,australis,,20,5,,48.833546922346905,2.35679114950079
Alignement,13,Platanus,occidentalis,,70,10,Jeune (arbre)Adulte,48.83058096666573,2.34641409814129
Alignement,13,Tilia,tomentosa,,120,12,Adulte,48.820880811220185,2.36390199819911
Alignement,16,Melia,azedarach,,40,5,Jeune (arbre),48.83920321995625,2.26175694463217
Alignement,15,Platanus,x hispanica,,50,10,Jeune (arbre)Adulte,48.84815604784131,2.30547837718335
Alignement,19,Tilia,x europaea,''Euchlora'',95,15,Adulte,48.88867781560644,2.37080464989734
Alignement,19,Tilia,tomentosa,,75,10,Jeune (arbre)Adulte,48.877326210843854,2.39393430035413
Alignement,20,Acer,monspessulanum,,30,6,Jeune (arbre),48.856849180691476,2.399071590126692
Alignement,16,Sophora,japonica,,98,10,Adulte,48.83948750266556,2.26276891871265
Alignement,16,Acer,platanoides,,47,8,Jeune (arbre),48.84732004216327,2.263504951017019
Alignement,17,Platanus,x hispanica,,158,15,Adulte,48.88692557732758,2.30268430176982
